Div,HomeTeam,AwayTeam,rivalry
D1,Augsburg,Bayern Munich,0
D1,Augsburg,Dortmund,0
D1,Augsburg,Hamburg,1
D1,Augsburg,Leverkusen,0
D1,Augsburg,Schalke 04,0
D1,Augsburg,Stuttgart,1
D1,Bayern Munich,Dortmund,1
D1,Bayern Munich,Ein Frankfurt,1
D1,Bayern Munich,FC Koln,1
D1,Bayern Munich,Freiburg,1
D1,Bayern Munich,Hamburg,1
D1,Bayern Munich,Hannover,1
D1,Bayern Munich,Leverkusen,1
D1,Bayern Munich,Stuttgart,1
D1,Bayern Munich,Werder Bremen,1
D1,Bayern Munich,Wolfsburg,1
D1,Dortmund,Ein Frankfurt,1
D1,Dortmund,Freiburg,1
D1,Dortmund,Hamburg,1
D1,Dortmund,Hannover,1
D1,Dortmund,Hoffenheim,1
D1,Dortmund,M'gladbach,1
D1,Dortmund,Mainz,1
D1,Dortmund,Stuttgart,1
D1,Ein Frankfurt,Bayern Munich,0
D1,Ein Frankfurt,FC Koln,1
D1,Ein Frankfurt,Hertha,0
D1,Ein Frankfurt,Wolfsburg,0
D1,FC Koln,Augsburg,0
D1,FC Koln,Bayern Munich,0
D1,FC Koln,Hertha,0
D1,FC Koln,Hoffenheim,0
D1,Freiburg,Bayern Munich,0
D1,Freiburg,Dortmund,0
D1,Freiburg,M'gladbach,1
D1,Freiburg,Wolfsburg,0
D1,Hamburg,Bayern Munich,0
D1,Hamburg,Ein Frankfurt,0
D1,Hamburg,Mainz,0
D1,Hamburg,Wolfsburg,0
D1,Hannover,Bayern Munich,0
D1,Hannover,Dortmund,0
D1,Hannover,Hertha,0
D1,Hannover,Leverkusen,0
D1,Hannover,Stuttgart,0
D1,Hertha,Bayern Munich,0
D1,Hertha,Hamburg,1
D1,Hertha,Hannover,0
D1,Hertha,Hoffenheim,0
D1,Hertha,Stuttgart,1
D1,Hertha,Werder Bremen,0
D1,Hoffenheim,Hannover,1
D1,Hoffenheim,Stuttgart,1
D1,Leverkusen,Hamburg,1
D1,Leverkusen,Hannover,1
D1,Leverkusen,Stuttgart,1
D1,M'gladbach,FC Koln,1
D1,M'gladbach,Freiburg,1
D1,M'gladbach,Hannover,1
D1,M'gladbach,Hertha,1
D1,Mainz,Augsburg,1
D1,Mainz,Bayern Munich,0
D1,Mainz,Dortmund,0
D1,Mainz,M'gladbach,0
D1,Schalke 04,Bayern Munich,0
D1,Schalke 04,FC Koln,0
D1,Schalke 04,Hannover,1
D1,Schalke 04,Hertha,1
D1,Schalke 04,Leverkusen,0
D1,Schalke 04,Mainz,1
D1,Schalke 04,Wolfsburg,1
D1,Stuttgart,Augsburg,0
D1,Stuttgart,Bayern Munich,0
D1,Stuttgart,Dortmund,0
D1,Stuttgart,Leverkusen,0
D1,Stuttgart,Schalke 04,0
D1,Werder Bremen,Bayern Munich,0
D1,Werder Bremen,Dortmund,0
D1,Werder Bremen,Freiburg,0
D1,Werder Bremen,Hamburg,1
D1,Werder Bremen,Hoffenheim,0
D1,Werder Bremen,M'gladbach,0
D1,Werder Bremen,Mainz,0
D1,Wolfsburg,Bayern Munich,0
D1,Wolfsburg,Hannover,0
D1,Wolfsburg,Stuttgart,1
E0,Arsenal,Bournemouth,1
E0,Arsenal,Burnley,1
E0,Arsenal,Everton,1
E0,Arsenal,Leicester,1
E0,Arsenal,Man City,0
E0,Arsenal,Newcastle,1
E0,Arsenal,Stoke,1
E0,Arsenal,West Brom,1
E0,Arsenal,West Ham,1
E0,Bournemouth,Arsenal,0
E0,Bournemouth,Chelsea,0
E0,Bournemouth,Liverpool,0
E0,Bournemouth,Man City,0
E0,Bournemouth,Watford,0
E0,Burnley,Arsenal,0
E0,Burnley,Chelsea,0
E0,Burnley,Liverpool,0
E0,Burnley,Man City,0
E0,Burnley,Man United,0
E0,Burnley,Tottenham,0
E0,Chelsea,Newcastle,1
E0,Chelsea,Stoke,1
E0,Chelsea,Swansea,1
E0,Crystal Palace,Arsenal,0
E0,Crystal Palace,Everton,0
E0,Crystal Palace,Liverpool,0
E0,Crystal Palace,Man City,0
E0,Crystal Palace,Man United,0
E0,Crystal Palace,Stoke,1
E0,Crystal Palace,Swansea,0
E0,Crystal Palace,Tottenham,0
E0,Everton,Burnley,1
E0,Everton,Liverpool,0
E0,Everton,Man City,0
E0,Everton,Tottenham,0
E0,Everton,West Brom,0
E0,Leicester,Chelsea,0
E0,Leicester,Man United,0
E0,Leicester,Watford,1
E0,Liverpool,Bournemouth,1
E0,Liverpool,Chelsea,0
E0,Liverpool,Man City,1
E0,Liverpool,Newcastle,1
E0,Liverpool,Stoke,1
E0,Liverpool,Swansea,1
E0,Liverpool,Watford,1
E0,Man City,Leicester,1
E0,Man City,Newcastle,1
E0,Man City,Southampton,1
E0,Man City,Swansea,1
E0,Man City,Watford,1
E0,Man City,West Brom,1
E0,Man City,West Ham,1
E0,Man United,Burnley,0
E0,Man United,Leicester,1
E0,Man United,Stoke,1
E0,Man United,Watford,1
E0,Man United,West Brom,0
E0,Newcastle,Arsenal,0
E0,Newcastle,Leicester,0
E0,Newcastle,Man City,0
E0,Newcastle,Tottenham,0
E0,Southampton,Chelsea,0
E0,Southampton,Liverpool,0
E0,Southampton,Man City,0
E0,Southampton,Man United,0
E0,Southampton,Stoke,0
E0,Stoke,Everton,0
E0,Stoke,Liverpool,0
E0,Stoke,Man City,0
E0,Stoke,Tottenham,0
E0,Swansea,Chelsea,0
E0,Swansea,Crystal Palace,0
E0,Swansea,Everton,0
E0,Swansea,Man City,0
E0,Swansea,Southampton,0
E0,Swansea,Tottenham,0
E0,Swansea,West Brom,1
E0,Swansea,West Ham,0
E0,Tottenham,Bournemouth,1
E0,Tottenham,Burnley,1
E0,Tottenham,Crystal Palace,1
E0,Tottenham,Liverpool,0
E0,Tottenham,Southampton,1
E0,Tottenham,Swansea,1
E0,Tottenham,Watford,1
E0,Tottenham,West Brom,0
E0,Watford,Arsenal,0
E0,Watford,Bournemouth,0
E0,Watford,Chelsea,0
E0,Watford,Crystal Palace,0
E0,Watford,Tottenham,0
E0,West Brom,Chelsea,0
E0,West Brom,Everton,0
E0,West Brom,Liverpool,0
E0,West Brom,Man City,0
E0,West Brom,Man United,0
E0,West Brom,Southampton,0
E0,West Brom,Tottenham,0
E0,West Ham,Arsenal,0
E0,West Ham,Everton,0
E0,West Ham,Leicester,0
E0,West Ham,Man City,0
E0,West Ham,Stoke,0
E0,West Ham,Swansea,1
E0,West Ham,West Brom,0
F1,Angers,Bordeaux,0
F1,Angers,Marseille,0
F1,Angers,Monaco,0
F1,Angers,Nice,0
F1,Angers,St Etienne,0
F1,Bordeaux,Caen,0
F1,Bordeaux,Lille,1
F1,Bordeaux,Nice,0
F1,Bordeaux,Paris SG,0
F1,Caen,Guingamp,0
F1,Caen,Lille,0
F1,Caen,Marseille,0
F1,Caen,Monaco,0
F1,Caen,Montpellier,0
F1,Caen,Nantes,0
F1,Caen,Paris SG,0
F1,Caen,Rennes,0
F1,Caen,Toulouse,1
F1,Guingamp,Caen,0
F1,Guingamp,Lyon,0
F1,Guingamp,Montpellier,0
F1,Guingamp,Nice,0
F1,Lille,Caen,1
F1,Lille,Nice,0
F1,Lille,Paris SG,0
F1,Lyon,Bordeaux,0
F1,Lyon,Caen,1
F1,Lyon,Guingamp,1
F1,Lyon,Lille,0
F1,Lyon,Toulouse,1
F1,Marseille,Angers,0
F1,Marseille,Guingamp,1
F1,Marseille,Monaco,0
F1,Marseille,Paris SG,0
F1,Marseille,Reims,0
F1,Marseille,St Etienne,1
F1,Monaco,Angers,1
F1,Monaco,Nantes,1
F1,Monaco,Paris SG,0
F1,Monaco,Reims,0
F1,Monaco,Toulouse,1
F1,Montpellier,Caen,1
F1,Montpellier,Monaco,0
F1,Montpellier,Rennes,0
F1,Montpellier,Toulouse,1
F1,Nantes,Guingamp,1
F1,Nantes,Lille,0
F1,Nantes,Lyon,0
F1,Nantes,Monaco,0
F1,Nantes,Paris SG,0
F1,Nantes,Rennes,0
F1,Nantes,St Etienne,0
F1,Nice,Nantes,0
F1,Nice,Paris SG,0
F1,Paris SG,Angers,1
F1,Paris SG,Bordeaux,1
F1,Paris SG,Guingamp,1
F1,Paris SG,Lyon,1
F1,Paris SG,Marseille,1
F1,Paris SG,Nantes,1
F1,Paris SG,Reims,1
F1,Paris SG,St Etienne,1
F1,Paris SG,Toulouse,1
F1,Reims,Lille,1
F1,Reims,Monaco,0
F1,Reims,Nice,0
F1,Reims,St Etienne,0
F1,Rennes,Angers,1
F1,Rennes,Lyon,0
F1,Rennes,Marseille,0
F1,Rennes,Monaco,0
F1,Rennes,Nice,0
F1,Rennes,Paris SG,0
F1,St Etienne,Guingamp,1
F1,St Etienne,Marseille,0
F1,St Etienne,Paris SG,0
F1,St Etienne,Reims,1
F1,St Etienne,Rennes,0
F1,Toulouse,Lyon,0
F1,Toulouse,Marseille,0
F1,Toulouse,Monaco,0
F1,Toulouse,Nantes,0
F1,Toulouse,Paris SG,0
F1,Toulouse,St Etienne,0
I1,Atalanta,Bologna,1
I1,Atalanta,Fiorentina,0
I1,Atalanta,Juventus,0
I1,Bologna,Fiorentina,0
I1,Bologna,Inter,0
I1,Bologna,Juventus,0
I1,Bologna,Lazio,0
I1,Bologna,Milan,0
I1,Bologna,Roma,0
I1,Bologna,Sampdoria,1
I1,Bologna,Torino,0
I1,Cagliari,Inter,0
I1,Cagliari,Juventus,0
I1,Cagliari,Lazio,0
I1,Cagliari,Milan,0
I1,Cagliari,Napoli,0
I1,Cagliari,Roma,0
I1,Cagliari,Torino,0
I1,Cagliari,Udinese,1
I1,Chievo,Atalanta,0
I1,Chievo,Bologna,0
I1,Chievo,Fiorentina,0
I1,Chievo,Juventus,0
I1,Chievo,Lazio,0
I1,Chievo,Milan,0
I1,Chievo,Napoli,0
I1,Chievo,Roma,0
I1,Chievo,Sassuolo,0
I1,Chievo,Torino,0
I1,Chievo,Udinese,0
I1,Fiorentina,Bologna,1
I1,Fiorentina,Cagliari,0
I1,Fiorentina,Chievo,1
I1,Fiorentina,Genoa,0
I1,Fiorentina,Lazio,0
I1,Fiorentina,Napoli,0
I1,Fiorentina,Roma,0
I1,Fiorentina,Udinese,1
I1,Genoa,Atalanta,0
I1,Genoa,Bologna,0
I1,Genoa,Inter,1
I1,Genoa,Napoli,0
I1,Genoa,Roma,0
I1,Genoa,Sampdoria,0
I1,Genoa,Udinese,0
I1,Inter,Genoa,1
I1,Inter,Juventus,0
I1,Inter,Verona,1
I1,Juventus,Atalanta,1
I1,Juventus,Bologna,1
I1,Juventus,Cagliari,1
I1,Juventus,Chievo,1
I1,Juventus,Fiorentina,1
I1,Juventus,Genoa,1
I1,Juventus,Lazio,1
I1,Juventus,Milan,1
I1,Juventus,Napoli,1
I1,Juventus,Roma,1
I1,Juventus,Sampdoria,1
I1,Juventus,Sassuolo,1
I1,Juventus,Udinese,1
I1,Juventus,Verona,1
I1,Lazio,Cagliari,1
I1,Lazio,Juventus,0
I1,Lazio,Napoli,0
I1,Lazio,Roma,0
I1,Lazio,Udinese,1
I1,Milan,Atalanta,0
I1,Milan,Bologna,1
I1,Milan,Cagliari,1
I1,Milan,Chievo,1
I1,Milan,Juventus,0
I1,Milan,Napoli,0
I1,Napoli,Bologna,1
I1,Napoli,Milan,1
I1,Napoli,Sampdoria,1
I1,Napoli,Udinese,1
I1,Napoli,Verona,1
I1,Roma,Atalanta,0
I1,Roma,Chievo,1
I1,Roma,Genoa,1
I1,Roma,Torino,1
I1,Roma,Udinese,1
I1,Sampdoria,Bologna,1
I1,Sampdoria,Cagliari,1
I1,Sampdoria,Lazio,0
I1,Sampdoria,Napoli,0
I1,Sampdoria,Sassuolo,0
I1,Sampdoria,Verona,1
I1,Sassuolo,Atalanta,0
I1,Sassuolo,Fiorentina,0
I1,Sassuolo,Juventus,0
I1,Sassuolo,Lazio,0
I1,Sassuolo,Napoli,0
I1,Sassuolo,Roma,0
I1,Sassuolo,Torino,0
I1,Sassuolo,Udinese,0
I1,Torino,Juventus,0
I1,Torino,Napoli,0
I1,Torino,Roma,0
I1,Udinese,Inter,0
I1,Udinese,Juventus,0
I1,Udinese,Lazio,0
I1,Udinese,Roma,0
I1,Verona,Fiorentina,0
I1,Verona,Roma,0
I1,Verona,Torino,0
I1,Verona,Udinese,0
SP1,Ath Bilbao,Ath Madrid,0
SP1,Ath Bilbao,Betis,1
SP1,Ath Bilbao,Levante,1
SP1,Ath Bilbao,Real Madrid,0
SP1,Ath Bilbao,Sevilla,1
SP1,Ath Madrid,Ath Bilbao,1
SP1,Ath Madrid,Barcelona,0
SP1,Ath Madrid,Betis,1
SP1,Ath Madrid,Getafe,1
SP1,Ath Madrid,Granada,1
SP1,Ath Madrid,Levante,1
SP1,Ath Madrid,Malaga,1
SP1,Ath Madrid,Real Madrid,0
SP1,Ath Madrid,Sociedad,1
SP1,Barcelona,Ath Bilbao,1
SP1,Barcelona,Betis,1
SP1,Barcelona,Eibar,1
SP1,Barcelona,Espanol,1
SP1,Barcelona,Granada,1
SP1,Barcelona,Levante,1
SP1,Barcelona,Sevilla,1
SP1,Barcelona,Sociedad,1
SP1,Barcelona,Villarreal,1
SP1,Betis,Ath Madrid,0
SP1,Betis,Barcelona,0
SP1,Betis,Real Madrid,0
SP1,Betis,Sevilla,0
SP1,Celta,Getafe,0
SP1,Celta,Real Madrid,0
SP1,Celta,Villarreal,0
SP1,Eibar,Ath Bilbao,0
SP1,Eibar,Ath Madrid,0
SP1,Eibar,Barcelona,0
SP1,Eibar,Real Madrid,0
SP1,Espanol,Barcelona,0
SP1,Espanol,Real Madrid,0
SP1,Espanol,Villarreal,0
SP1,Getafe,Ath Bilbao,0
SP1,Getafe,Ath Madrid,0
SP1,Getafe,Barcelona,0
SP1,Getafe,Betis,1
SP1,Getafe,Espanol,1
SP1,Getafe,Real Madrid,0
SP1,Granada,Ath Madrid,0
SP1,Granada,Celta,0
SP1,Granada,Espanol,0
SP1,Granada,Sociedad,0
SP1,Levante,Ath Bilbao,0
SP1,Levante,Celta,0
SP1,Levante,Getafe,0
SP1,Levante,Real Madrid,0
SP1,Levante,Sevilla,0
SP1,Levante,Sociedad,0
SP1,Malaga,Ath Madrid,0
SP1,Malaga,Barcelona,0
SP1,Malaga,Celta,1
SP1,Malaga,Espanol,0
SP1,Malaga,Real Madrid,0
SP1,Real Madrid,Ath Madrid,0
SP1,Real Madrid,Celta,1
SP1,Real Madrid,Eibar,1
SP1,Real Madrid,Espanol,1
SP1,Real Madrid,Getafe,1
SP1,Real Madrid,Granada,1
SP1,Real Madrid,Malaga,1
SP1,Real Madrid,Sevilla,1
SP1,Real Madrid,Sociedad,1
SP1,Sevilla,Ath Madrid,0
SP1,Sevilla,Barcelona,0
SP1,Sevilla,Betis,1
SP1,Sevilla,Granada,1
SP1,Sevilla,Malaga,1
SP1,Sociedad,Betis,1
SP1,Sociedad,Malaga,0
SP1,Sociedad,Villarreal,0
SP1,Valencia,Ath Madrid,0
SP1,Valencia,Barcelona,0
SP1,Valencia,Getafe,0
SP1,Valencia,Granada,1
SP1,Valencia,Levante,1
SP1,Valencia,Malaga,1
SP1,Villarreal,Barcelona,0
SP1,Villarreal,Granada,1
SP1,Villarreal,Levante,1
SP1,Villarreal,Real Madrid,0
